pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,close
10.794469008297977,-1.4914791529830709,0.8580160549504979,2.179843862228997,-2.144678271103454,-0.058915924457080354,-0.8901277844875477,0.27552286960990424,0.5093312532939179,-1.3864454171124359,0.11942547750857371,0.3010486985284783,0.4837694086062969,-0.7418887204855132,-0.752086126608491,-0.6330166618836025,1.4748574493635043,1.45400000
10.91638528239937,-1.3773445079020306,0.8848291636216148,1.1982856154778556,-1.9997220618558695,-0.21241990614992085,-0.924865817667304,0.3490239136851242,0.579538983047209,-1.4046078654317868,0.19467650781857232,0.2777582611491003,0.32572494510244815,-0.6553556043229944,-0.8191094497188276,-0.6404304747030124,1.3555480799445685,1.46300000
10.908797841577494,-1.741295410630169,1.0430871871070326,0.03098846961089281,-1.911047590045805,-0.4435110653199424,-1.0540456108243343,0.25283892881692216,0.5673071281657596,-1.3613734112066305,0.124058080697369,0.38221693575040905,0.304148629319603,-0.6546027506910554,-0.8163466928797507,-0.6714943965735541,1.2239048131341386,1.44800000
10.933818267151722,-1.4599047403464864,2.119543659092923,-0.6751608701791108,-1.4651298166627806,-0.6697833137620712,-1.2395946388143906,-0.0072970699174575784,0.5097633797531592,-1.2783748396298489,0.052215734525020006,0.29740821010740554,0.35737513344814426,-0.8925122085799503,-0.7143072137236229,-0.7056211620185803,1.0954894799448975,1.41700000
11.019339734348735,-0.7786957309264148,1.1541140433124484,1.733651720354395,-1.8515577194723452,-0.48566744982048227,-1.2615240149993308,-0.2541629579565829,0.23638227171852758,-1.210611283830315,0.030680252596555904,0.3041667512135706,0.47504275590165906,-0.8913560281321437,-0.5970650938546571,-0.5567598131586369,1.133092599002474,1.43600000
10.877077634077637,-1.7141186700079651,-0.3587689119660176,1.5909799950399004,-2.559057508537895,-0.49866498754061533,-1.1715513654857026,-0.16403047229840012,0.32570655637086104,-1.155210387939876,-0.04257072843661615,0.49549557418634727,0.4505939512672257,-0.6434841054792527,-0.5352572455739387,-0.2548088376418829,1.1981795872848278,1.45400000
11.69455433631625,2.0765776394205,0.22755672711277797,3.9382202217814184,-1.6159953341929136,-0.5540152872300986,-1.5363312972663403,-0.3069417521959478,0.032427945278696496,-1.2970426165747435,0.2350246880835448,0.09565757143698592,0.35331786779165336,-0.8290683172922593,-0.783375316504055,-0.7644285863338327,0.9074936706803571,1.52700000
11.695255842944668,0.5629280898128515,-0.5690646725505916,0.4559178426498423,-2.3234053586615557,-1.020657148536917,-1.529271682802298,-0.18939197870803673,0.33206992501983,-1.2804524035364133,0.20303496303652438,0.3016001236864777,0.24494658054766752,-0.46203173331698666,-0.8122707834494659,-0.5292606147624934,0.9141729027988886,1.53000000
11.768939935528044,0.36037658007364853,-0.5667944197527297,-0.7109835992893216,-2.278896293441328,-1.5362907729717914,-1.9307314390462778,-0.8074320125105426,0.1823136173825136,-1.1705238954475399,-0.0567175592613973,0.4473463656272466,0.41624559837381137,-0.6622283511590585,-0.6369060123686383,-0.39267946656987246,0.9653088440377706,1.50800000
11.888542513746417,1.33752661998492,-0.544753707263722,0.9628154107581409,-1.6831401744077037,-1.1398808268542453,-1.818851851623409,-0.5889493502926356,-0.1879904636719453,-1.2356675017610124,0.16363993121906203,0.42794449547911645,0.24785739826305134,-0.614468236153722,-0.7654259183808408,-0.6195769601441999,0.7462594490074848,1.52500000
11.739525333132223,-0.4722548156099681,0.009329916648452806,-1.6348273070023416,-2.086520165719971,-0.9458479370353917,-1.435243671446549,-0.13036139226560176,-0.10245319165842735,-1.1560067218265426,0.3247941830347759,0.32435577142282884,0.06786364712187348,-0.43269876592341017,-0.6550051370526525,-0.2807804788732673,0.7892933437277903,1.48500000
